timestamp,dx_cm,ax,right,left
1783247513.595743,6.626518579539347,7.319065514535147,True,False
1783247513.6121778,6.626518579539347,0.0,True,False
1783247513.6282644,6.626518579539347,0.0,True,False
1783247513.644339,6.626518579539347,0.0,True,False
1783247513.6603565,7.882590084875292,5.671318531389142,True,False
1783247513.676896,7.882590084875292,0.0,True,False
1783247513.6923811,7.882590084875292,0.0,True,False
1783247513.7090414,10.30947180880521,25.11111324909027,True,False
1783247513.7252457,10.30947180880521,0.0,True,False
1783247513.742053,10.30947180880521,0.0,True,False
1783247513.7576768,10.945286594861564,-42.059411178335544,True,False
1783247513.7735114,10.945286594861564,0.0,True,False
1783247513.7895324,10.945286594861564,0.0,True,False
1783247513.805877,10.36556662848645,-29.660381257441795,True,False
1783247513.8219402,10.36556662848645,0.0,True,False
1783247513.8374853,10.36556662848645,0.0,True,False
1783247513.85426,9.674132735332305,-1.8749499065674131,True,False
1783247513.8705645,9.674132735332305,0.0,True,False
1783247513.8868268,9.674132735332305,0.0,True,False
1783247513.9027116,8.780872870504668,-6.18782562429739,True,False
1783247513.9183793,8.780872870504668,0.0,True,False
1783247513.9347384,8.780872870504668,0.0,True,False
1783247513.951033,8.066364651755281,4.610648764249937,True,False
1783247513.9666896,8.066364651755281,0.0,True,False
1783247513.9831398,8.066364651755281,0.0,True,False
1783247513.9998477,7.9883402370764305,15.303180557370027,True,False
1783247514.0156178,7.9883402370764305,0.0,True,False
1783247514.0318813,7.9883402370764305,0.0,True,False
1783247514.0476353,7.82706612029419,-2.026317004124567,True,False
1783247514.0638247,7.82706612029419,0.0,True,False
1783247514.079503,7.82706612029419,0.0,True,False
1783247514.095711,7.804570200792474,3.4081971962204882,True,False
1783247514.1119955,7.804570200792474,0.0,True,False
1783247514.1282666,7.804570200792474,0.0,True,False
1783247514.1444476,7.907781709016546,3.0907356671880457,True,False
1783247514.1610527,7.907781709016546,0.0,True,False
1783247514.1764104,7.907781709016546,0.0,True,False
1783247514.1925452,7.907781709016546,0.0,True,False
1783247514.2085006,7.982263197597717,-0.7743699726978724,True,False
1783247514.2249658,7.982263197597717,0.0,True,False
1783247514.2410388,7.982263197597717,0.0,True,False
1783247514.2573051,7.965936439694048,-2.1550874332566625,True,False
1783247514.2732177,7.965936439694048,0.0,True,False
1783247514.288442,7.965936439694048,0.0,True,False
1783247514.3048694,7.908062605970582,-0.9796474018957939,True,False
1783247514.320678,7.908062605970582,0.0,True,False
1783247514.336648,7.908062605970582,0.0,True,False
1783247514.3527925,7.736233710630508,-2.6560426962047123,True,False
1783247514.3675694,7.736233710630508,0.0,True,False
1783247514.3834593,7.736233710630508,0.0,True,False
1783247514.3993776,7.117757515591823,-11.708129477852967,True,False
1783247514.4156983,7.117757515591823,0.0,True,False
1783247514.431905,7.117757515591823,0.0,True,False
1783247514.4478781,7.117757515591823,0.0,True,False
1783247514.4640284,6.9220871137282804,11.083031915652152,True,False
1783247514.4795673,6.9220871137282804,0.0,True,False
1783247514.495932,6.9220871137282804,0.0,True,False
1783247514.5115895,6.692899362413805,-0.8616497145718087,True,False
1783247514.5277405,6.692899362413805,0.0,True,False
1783247514.5438228,6.692899362413805,0.0,True,False
1783247514.5597394,6.877098295122203,9.923454006111307,True,False
1783247514.5759509,6.877098295122203,0.0,True,False
1783247514.5913746,6.877098295122203,0.0,True,False
1783247514.6076438,6.682507685313153,-9.098466352468076,True,False
1783247514.6236372,6.682507685313153,0.0,True,False
1783247514.6395726,6.682507685313153,0.0,True,False
1783247514.655693,6.368386360369751,-3.0519539428778373,True,False
1783247514.671327,6.368386360369751,0.0,True,False
1783247514.6874197,6.368386360369751,0.0,True,False
1783247514.703391,6.368386360369751,0.0,True,False
1783247514.719954,5.359807724519622,-15.230701840926306,True,False
1783247514.7362278,5.359807724519622,0.0,True,False
1783247514.751733,5.359807724519622,0.0,True,False
1783247514.768492,5.033447749492848,15.107160840260802,True,False
1783247514.785372,5.033447749492848,0.0,True,False
1783247514.8017988,4.976048118154152,5.759851084981816,True,False
1783247514.8176174,4.976048118154152,0.0,True,False
1783247514.8337824,4.902857849442339,-0.542678507811875,True,False
1783247514.850227,4.902857849442339,0.0,True,False
1783247514.8662283,5.405146909218905,19.307171078496815,True,False
1783247514.8817244,5.405146909218905,0.0,True,False
1783247514.8983235,5.405146909218905,0.0,True,False
1783247514.9146209,6.814600233047887,28.5900356222549,True,False
1783247514.9314082,6.814600233047887,0.0,True,False
1783247514.9474099,7.812779640803976,-13.028215970578072,True,False
1783247514.9637773,7.812779640803976,0.0,True,False
1783247514.9799519,7.812779640803976,0.0,True,False
1783247514.9965334,8.387559747304621,-14.206806555170187,True,False
1783247515.0128775,8.387559747304621,0.0,True,False
1783247515.0292168,8.733931365008438,-6.767958884111888,True,False
1783247515.0452871,8.733931365008438,0.0,True,False
1783247515.061871,9.195034286449156,4.0731609774364,True,False
1783247515.07771,9.195034286449156,0.0,True,False
1783247515.0940707,9.02948177681324,-20.68478450219851,True,False
1783247515.1094022,9.02948177681324,0.0,True,False
1783247515.1256185,9.02948177681324,0.0,True,False
1783247515.1416066,8.810699294387515,-1.587294864004245,True,False
1783247515.1579835,8.810699294387515,0.0,True,False
1783247515.173938,8.519285316760694,-2.17546853563955,True,False
1783247515.1902006,8.519285316760694,0.0,True,False
1783247515.2054634,7.936575157003906,-10.013388317219345,True,False
1783247515.2218378,7.936575157003906,0.0,True,False
1783247515.2375052,7.936575157003906,0.0,True,False
1783247515.2536304,7.542238119100437,6.542306392531018,True,False
1783247515.2696083,7.542238119100437,0.0,True,False
1783247515.2858727,7.51975579138682,11.410927876347124,True,False
1783247515.301454,7.51975579138682,0.0,True,False
1783247515.3177774,7.646885826266919,5.0074472766535205,True,False
1783247515.3340428,7.646885826266919,0.0,True,False
1783247515.3502462,7.646885826266919,0.0,True,False
1783247515.3658054,7.27195484137077,-17.210893358472283,True,False
1783247515.381693,7.27195484137077,0.0,True,False
1783247515.3981678,7.179520110910142,8.940056916458868,True,False
1783247515.4137578,7.179520110910142,0.0,True,False
1783247515.4315012,7.236685661453808,4.521629546209685,True,False
1783247515.445902,7.236685661453808,0.0,True,False
1783247515.4616332,7.236685661453808,0.0,True,False
1783247515.4780014,7.170004349042506,-3.925639873933485,True,False
1783247515.494013,7.170004349042506,0.0,True,False
1783247515.5104914,6.920385119818611,-5.996913982914226,True,False
1783247515.5270112,6.920385119818611,0.0,True,False
1783247515.543323,6.64534169585711,-1.057264119438223,True,False
1783247515.5602865,6.64534169585711,0.0,True,False
1783247515.5757587,6.64534169585711,0.0,True,False
1783247515.5919611,6.262166536379874,-3.2159486584693675,True,False
1783247515.6084619,6.262166536379874,0.0,True,False
1783247515.6245067,5.697189129495613,-5.776107033477505,True,False
1783247515.6411626,5.697189129495613,0.0,True,False
1783247515.6568892,4.667188325403551,-16.386770312035058,True,False
1783247515.6729677,4.667188325403551,0.0,True,False
1783247515.689013,4.373675171614849,24.445313700389452,True,False
1783247515.7046854,4.373675171614849,0.0,True,False
1783247515.720655,4.373675171614849,0.0,True,False
1783247515.7371523,4.3024874263495505,7.596722939035498,True,False
1783247515.7530658,4.3024874263495505,0.0,True,False
1783247515.768817,4.354441281256776,3.9701308606671617,True,False
1783247515.7851756,4.354441281256776,0.0,True,False
